CHROM POSITION	GENE	library_15
Un_8912361_8913297	LOC100858569	0.00000
Un_8921281_8922223	LOC101752306	0.00000
Un_8927124_8928066	LOC430520	0.00000
Un_8936956_8937397	LOC101751265	0.00000
Un_894182_894383	-	127.26300
Un_8947740_8948697	LOC100858721	0.00000
Un_8953864_8954806	LOC431432	0.00000
Un_8964093_8965056	LOC100858787	0.00000
Un_8970591_8971503	LOC429395	0.00000
Un_8979412_8980363	LOC777288	0.00000
Un_8988355_8989267	LOC100858885	0.00000
Un_8995263_8999881	LOC101747639	0.00000
Un_9001941_9002564	LOC100858956	0.00000
Un_9025021_9025990	LOC429532	0.00000
Un_9032783_9033752	LOC426062	0.00000
Un_9037498_9038095	LOC430475	0.00000
Un_9047845_9064295	LOC429234	0.00000
Un_9070618_9071810	LOC101747952	0.00000
Un_9080142_9081054	LOC100859218	0.00000
Un_9085506_9086085	LOC100859243	0.00000
Un_9102592_9103510	LOC100859264	0.00000
Un_9110639_9111602	LOC100859293	0.00000
Un_911568_913051	LOC101747549	8.59360
Un_9137998_9139350	LOC101748293	0.00000
Un_9149949_9151311	LOC100859044	6.45897
Un_9174702_9176406	RAB25	9.65437
Un_9207264_9208684	LOC101747487	1.14878
Un_920918_922892	LOC100858340	11.99510
Un_9210666_9211492	LOC429723	5.12750
Un_9224206_9225289	LOC101748353	14.62310
Un_9252331_9252675	-	35.01390
Un_9255134_9256233	LOC101751060	3.07380
Un_9256473_9259108	UBTF	99.21490
Un_9271626_9272306	-	13.81880
Un_9278840_9279956	LOC101751016	0.00000
Un_9280222_9282778	-	10.47550
Un_9280239_9282778	-	13.06570
Un_9288079_9289448	LOC101747288	0.35394
Un_9290784_9292548	LOC100858606	0.59434
Un_9301417_9302362	LOC100857381	42.35890
Un_9309350_9310191	LOC101748891	0.00000
Un_9317964_9318184	-	313.83100
Un_9321161_9322117	LOC100858282	0.77045
Un_9358845_9359532	LOC101747762	0.00000
Un_9364191_9364350	-	409.52100
Un_9364452_9365235	-	46.84510
Un_9373714_9375031	LOC101748037	10.57290
Un_9375062_9378677	LOC101748104	1.93449
Un_9388492_9389501	LOC101750256	0.00000
Un_9403491_9404791	LOC100859357	0.00000
Un_9421097_9422616	LOC100859704	2.95655
Un_9424975_9429456	LOC772392	12.55900
Un_9445142_9449272	LOC101750308	0.00000
Un_9472622_9473286	LOC101748394	0.00000
Un_9490151_9490629	LOC100857783	0.00000
Un_9490980_9495466	LOC101752194	0.32154
Un_9495626_9498858	LOC100857814	0.00000
Un_9506567_9507506	LOC101748631	45.17990
Un_9518608_9534314	LOC429570	0.00000
Un_9596147_9597035	LOC101747488	14.42800
Un_9600488_9600602	-	2178.60000
Un_9611458_9613707	LOC100859759	1.70400
Un_9614062_9614739	LOC100859037	3.22480
Un_9645832_9647492	LOC431128	0.00000
Un_9659978_9670764	LOC418592	0.12738
Un_968110_972022	LRP1	5.88462
Un_9691948_9693983	LOC100857597	0.00000
Un_9695650_9696597	MAX	17.91050
Un_9697233_9702044	SYDE1	0.62395
Un_9704178_9707626	LOC770025	60.45120
Un_975611_976090	LOC100859737	305.62300
Un_977480_978506	-	13.50220
Un_9776118_9777175	LOC101750129	0.00000
Un_9792613_9793694	LOC100858775	0.52118
Un_979810_980838	LOC776812	28.43830
Un_9817122_9817266	-	720.50000
Un_982341_983658	LOC101748263	6.95653
Un_9842880_9843807	LOC100858228	0.00000
Un_9859897_9861668	LOC100858784	0.00000
Un_9869510_9869882	LOC101749316	116.32300
Un_9871750_9873774	LOC101749367	37.00600
Un_9874186_9875966	LOC100858377	0.12672
Un_9884218_9885137	LOC101747415	0.00000
Un_9885297_9886714	GCDH	28.95290
Un_9886805_9891440	FARSA,SYCE2	57.57430
Un_9922377_9929407	CCDC19,LOC101751975	3.34341
Un_9937385_9937628	FBXL12	147.04800
Un_9958056_9961019	LOC100859377	0.00000
Un_9977831_10000420	SARNP	58.18080
W_153754_223272	LOC427134	0.05526
W_1897_3759	LOC101749409,LOC101749480	0.00000
W_19450_133902	UBAP2	0.15413
W_249291_336274	LOC100859467	0.00000
W_345860_410976	LOC769000	1.27106
W_3934_8718	LOC101749203,LOC101749548	0.00000
W_509270_523546	LOC776262	0.00000
W_538653_541990	LOC101750036	0.00000
W_619415_719212	LOC431003	0.11009
W_732840_733458	LOC101750264	0.00000
W_808896_1195554	LOC100859602	0.14340
W_random_1035924_1036513	WPG	0.00000
W_random_1118569_1120294	LOC768814	0.00000
W_random_143750_170780	ATP5A1W	15.05450
W_random_256810_258345	LOC100857579	0.00000
W_random_259073_261098	HINTW	0.00000
W_random_292199_293751	LOC101748566	0.00000
W_random_316053_418730	SPINW	0.34379
W_random_442859_443335	LOC100857891	0.00000
W_random_563717_565091	LOC100857806	0.00000
W_random_600812_666068	LOC374195	0.24588
W_random_618674_620959	LOC101748209	0.00000
W_random_641183_653398	LOC101748142	0.00000
W_random_672365_716057	WIZ	12.60420
W_random_708152_723051	RASAL3	0.17100
W_random_725551_733583	AKAP8L	23.46310
W_random_735530_743880	AKAP8	14.15110
W_random_866908_869492	LOC101748350	0.00000
W_random_878455_878923	FAF	0.00000
W_random_951578_1068269	LOC427025	0.35818
Z_10173709_10176414	RXFP3	0.39443
Z_10190144_10204955	SLC45A2	0.00000
Z_10206343_10227287	AMACR	2.44786
Z_10231117_10246429	C1QTNF3	0.00000
Z_10295522_10313125	LOC100857183	0.00000
Z_10312686_10405557	RAI14	1.85537
Z_10416730_10422354	RAD1	6.18519
Z_10422463_10426041	BRIX1	65.44930
Z_10426966_10442760	DNAJC21	8.03728
Z_10440898_10455544	AGXT2	12.52500
Z_10470114_10500913	PRLR	0.85918
Z_1060908_1069594	LIPG	43.82460
Z_10649384_10653522	LOC101749179	0.00000
Z_10653560_10723067	SPEF2	0.32142
Z_10746050_10759012	IL7R	1.95239
Z_10763711_10784822	CAPSL	2.09437
Z_1078175_1085282	C18ORF32,RPL17L	985.55400
Z_10793085_10793739	-	21.92620
Z_10793818_10795165	-	13.09030
Z_10795279_10838397	LMBRD2	14.33090
Z_10838495_10848948	SKP2	23.62250
Z_10849170_10882191	NADKD1	13.70350
Z_1086905_1234537	DYM	13.50110
Z_10885064_10925524	RANBP3L	0.00000
Z_10949573_10950294	LOC101749838	0.00000
Z_11029501_11093853	SLC1A3	0.00000
Z_11123792_11165058	LOC101750145	0.00000
Z_11164915_11313640	LOC427439	9.15877
Z_11326612_11392364	CZH5ORF42	1.74637
Z_11392456_11423676	NUP155	18.43960
Z_11425209_11561095	WDR70	12.99960
Z_11583346_11603178	GDNF	0.00000
Z_11602074_11606476	LOC101747589	0.00000
Z_11732541_11735583	LOC101750686	0.00000
Z_11779385_11852844	EGFLAM	0.09011
Z_11860454_11860868	-	21.93020
Z_11861060_11861240	-	189.01500
Z_11861293_11861605	-	32.69660
Z_11861657_11862118	-	17.91990
Z_11862416_11862724	-	30.74260
Z_11862795_11863234	-	39.19670
Z_11863303_11864727	-	16.17230
Z_11864802_11865445	-	13.48540
Z_11866358_11907282	LIFR	12.10290
Z_11970371_11979932	LOC101751301	0.00000
Z_12009101_12041356	OSMR	1.55836
Z_12041542_12121907	RICTOR	3.08105
Z_12130954_12192609	FYB	0.09731
Z_12206088_12230053	DAB2	0.37773
Z_12275662_12285941	LOC101751700	0.00000
Z_1242359_1270480	SMAD7	0.64969
Z_12510333_12516274	LOC101751739	0.00000
Z_12540220_12543523	LOC101751812	0.00000
Z_12550336_12559557	LOC101751782	0.00000
Z_12687028_12689906	LOC101751864	0.00000
Z_12698282_12708954	PTGER4	0.00000
Z_12713186_12750673	TTC33	7.71033
Z_12751420_12751921	-	11.07530
Z_12752036_12772090	PRKAA1	5.04882
Z_12777214_12779845	RPL37	580.21800
Z_12779962_12782231	LOC101752133	0.00000
Z_1278211_1355316	CTIF	3.12824
Z_12796049_12816388	C7	0.00000
Z_12824878_12849014	C6	0.11875
Z_1283579_1289426	LOC101748786	0.00000
Z_12876978_12970117	LOC100857889	0.16832
Z_12957319_12965438	LOC101752269	0.00000
Z_13035169_13121466	OXCT1	34.14040
Z_13132442_13135526	CZH5ORF51	0.31711
Z_13135564_13145469	FBXO4	4.37165
Z_13337395_13417519	GHR	12.81380
Z_13409084_13416707	LRP1	25.24520
Z_13417979_13418608	-	21.66850
Z_13418670_13419168	-	29.08980
Z_13429229_13447516	CCDC152	0.00000
Z_13446827_13455542	SEPP1	72.68560
Z_13470230_13487047	ZNF131	2.61365
Z_13503886_13504305	-	16.83070
Z_13504775_13512913	NIM1	0.00000
Z_13506134_13506587	-	14.53250
Z_13514300_13524155	HMGCS1	1109.62000
Z_13514493_13517242	-	513.77500
Z_13555935_13568520	CZH5ORF28	20.10750
Z_13568728_13580349	CZH5ORF34	0.44336
Z_13583098_13603071	PAIP1	6.90955
Z_13605724_13649498	NNT	31.85990
Z_13833651_13891525	FGF10	0.00000
Z_13950046_13956545	LOC101748030	0.00000
Z_13992897_13994496	LOC101748068	0.00000
Z_14042615_14048157	MRPS30	25.71970
Z_14096483_14099285	LOC101748136	0.00000
Z_141091_142278	LOC101751951	0.00000
Z_14113810_14115605	LOC101748184	0.00000
Z_142282_151023	LOC101751186	0.00000
Z_14268067_14462768	HCN1	0.00000
Z_1429692_1495052	ZBTB7C	0.15993
Z_14558035_14559674	LOC101748305	0.28471
Z_14595570_14620146	EMB	0.00000
Z_14632402_14635829	LOC101748367	0.00000
Z_14658340_14765269	PARP8	0.00000
Z_15003132_15014400	ISL1	0.00000
Z_15017238_15019283	LOC101748625	0.00000
Z_1515758_1556567	SMAD2	13.51340
Z_15494834_15515241	LOC101748659	0.00000
Z_1556627_1557318	-	15.53260
Z_15630609_15703309	ITGA1	0.26503
Z_15637955_15640780	PELO	48.11090
Z_15721118_15786584	ITGA2	0.57110
Z_15790989_15799104	LOC101748752,MOCS2	10.64720
Z_15828899_15829636	LOC101748983	0.00000
Z_15931621_15937079	FST	2.38299
Z_15962505_16009021	NDUFS4	6.54582
Z_16058921_16273004	ARL15	3.74615
Z_16270392_16275685	LOC101747647	0.00000
Z_16297295_16298642	HSPB3	0.00000
Z_16311550_16311624	MIR1631	0.00000
Z_16311791_16330591	SNX18	8.30790
Z_16330705_16331125	-	22.84490
Z_16331213_16331948	-	15.48390
Z_16348955_16355520	LOC101749479	0.00000
Z_16355600_16358559	LOC101749522	0.00000
Z_16411814_16452966	LOC425372	0.16723
Z_16485643_16493616	ESM1	0.00000
Z_16507935_16514022	GZMK	0.00000
Z_16520918_16525113	GZMA	0.00000
Z_16529739_16564140	CDC20B	0.00000
Z_16554974_16558157	GPX8	0.00000
Z_16561815_16561901	MIR449	0.00000
Z_16561965_16562059	MIR449B	0.00000
Z_16562968_16563040	MIR449C	0.00000
Z_16586190_16588351	MCIDAS	0.00000
Z_16589258_16590638	CCNO	1.28079
Z_16591535_16618337	DHX29	10.12830
Z_16620337_16664826	SKIV2L2	37.97950
Z_16664709_16720030	PPAP2A	36.36330
Z_16740648_16785020	SLC38A9	2.16547
Z_16788590_16819236	DDX4	0.00000
Z_16839938_16878384	IL31RA	0.00000
Z_16882461_16882904	-	23.39950
Z_16883016_16883333	-	34.23820
Z_16883387_16885738	-	19.75700
Z_16885971_16886827	-	18.66260
Z_16887032_16919671	IL6ST	27.99120
Z_16919890_16927386	LOC770078	0.07645
Z_16948236_17002114	ANKRD55	0.00000
Z_17190890_17227872	LOC101750787	0.00000
Z_1720940_1743524	SKOR2	0.00000
Z_17264929_17321652	MAP3K1	4.17681
Z_17323678_17329872	CZH5ORF35	9.75985
Z_17335264_17357918	MIER3	2.24716
Z_17376354_17414252	GPBP1	18.40330
Z_17434997_17450675	LOC101751369	0.00000
Z_1743633_1749130	LOC101749327	0.00000
Z_1754070_1755692	IER3IP1	105.02000
Z_1757595_1767009	HDHD2	11.53290
Z_1765769_1782237	KATNAL2	0.00000
Z_1785331_1812673	PIAS2	8.67203
Z_17878350_17884318	PLK2	80.50580
Z_17930302_18073653	RAB3C	1.09312
Z_18108737_18586291	PDE4D	3.82342
Z_1821761_1878962	ST8SIA5	12.86960
Z_18371036_18372924	LOC101751613	0.00000
Z_18714319_18733573	DEPDC1B	0.91194
Z_18733801_18733866	MIR1584	0.00000
Z_18735408_18767604	ELOVL7	34.06900
Z_18790016_18829404	ERCC8	2.77485
Z_1879071_1881487	-	17.09520
Z_18829507_18875787	NDUFAF2	21.15250
Z_18876468_18879459	CZH5ORF43	37.35840
Z_18953779_19065424	ZSWIM6	1.72087
Z_1919111_2035408	LOXHD1	0.00000
Z_19279325_19279946	LOC101747297	0.00000
Z_19280023_19337231	KIF2A	14.16120
Z_19339696_19347743	DIMT1	21.66050
Z_19347588_19422174	LRRC70	11.39400
Z_193843_193934	MIR1594	0.00000
Z_19853066_19854401	HTR1A	0.00000
Z_19883258_19911513	LOC101747940	0.00000
Z_19911276_19986419	RNF180	0.63297
Z_20013738_20048888	RGS7BP	0.57622
Z_20057719_20058245	-	10.21510
Z_20060030_20070660	SREK1IP1	4.90584
Z_20070772_20184007	CWC27	10.75420
Z_20224904_20383649	ADAMTS6	0.54394
Z_20384025_20392312	LOC427161	0.28607
Z_2040632_2082878	RNF165	0.58927
Z_20408534_20427063	CENPK	7.95202
Z_20429505_20444138	PPWD1	12.17860
Z_20445161_20466362	TRIM23	2.33461
Z_20465634_20490107	CZH5ORF44	7.02175
Z_20491977_20512644	SGTB	3.23041
Z_20512820_20561383	NLN	5.11309
Z_20578856_20587566	LOC101749000	0.00000
Z_20589399_20702593	ERBB2IP	10.27900
Z_20710784_20754187	SREK1	12.39990
Z_20762523_20823891	LOC101749460	0.00000
Z_20867235_21155521	MAST4	1.11096
Z_2087383_2131070	CZH18ORF25	5.20818
Z_21157564_21166155	CD180	0.00000
Z_21189628_21191726	LOC101750170	0.00000
Z_21224543_21228220	LOC101750216	0.00000
Z_21252031_21262954	LOC101750263	0.00000
Z_2128959_2138980	LOC101752110	0.00000
Z_2139145_2148094	HAUS1	9.73330
Z_21459472_21461489	LOC101747963	0.00000
Z_21459473_21519239	PIK3R1	3.09471
Z_2151348_2159328	ATP5A1	257.03600
Z_21563646_21575577	LOC101750551	0.00000
Z_2160794_2176172	PSTPIP2	0.56907
Z_21744702_21765163	SLC30A5	13.71160
Z_2176842_2225704	EPG5	2.36884
Z_21769912_21776085	CENPH	6.39035
Z_21776178_21783429	MRPS36	33.58370
Z_21786487_21809245	CDK7	7.30317
Z_21822674_21825862	LOC101751040	0.00000
Z_21828653_21871536	SERINC5	6.99279
Z_21874424_21912753	THBS4	4.14428
Z_21917411_21927692	MTX3	18.30840
Z_21985223_22033034	CMYA5	0.12285
Z_22034925_22073448	PAPD4	5.94177
Z_22080469_22086004	LOC427180	0.00000
Z_22100645_22193947	HOMER1	35.21820
Z_22200428_22263507	JMY	3.34005
Z_22263415_22273264	LOC101748033	0.00000
Z_2228206_2233638	SIGLEC15	0.00000
Z_22294867_22310803	BHMT	0.00000
Z_22310891_22356718	DMGDH	0.10234
Z_22361131_22428239	ARSB	5.64602
Z_22452564_22578462	LHFPL2,LOC100858739,LOC101748096,LOC101752038	12.01880
Z_2248883_2289905	SLC14A2	0.00000
Z_22529105_22531078	LOC101751998	0.00000
Z_22579891_22581092	-	14.51270
Z_22581153_22618215	SCAMP1	21.12940
Z_22628147_22633018	LOC101752149	0.00000
Z_22637246_22648754	LOC101752188	0.00000
Z_22648911_22808249	AP3B1	12.10310
Z_22826542_22828848	LOC101752221	0.00000
Z_22945396_22977979	TBCA	39.50570
Z_2298151_2316033	LOC101751043	0.00000
Z_22998030_23003827	OTP	0.00000
Z_23042932_23064533	WDR41	2.00589
Z_23067200_23148089	PDE8B	0.31473
Z_23148457_23157176	LOC101747572	0.00000
Z_23170500_23191490	AGGF1	6.56889
Z_23226051_23234518	CRHBP	0.00000
Z_23246475_23251358	S100Z	0.00000
Z_23272290_23281493	F2RL1	7.09742
Z_23303942_23314114	F2R	2.03338
Z_23314238_23318367	LOC100857549	1.16606
Z_23320468_23436545	IQGAP2	2.93359
Z_23350573_23353714	F2RL2	0.26822
Z_23446839_23548291	SV2C	0.00000
Z_23680089_23703175	POC5	1.83190
Z_23703702_23727525	ANKDD1B	0.33605
Z_23731165_23760491	POLK	0.69031
Z_23763923_23839500	COL4A3BP	6.72744
Z_23844422_23846058	MED18	9.00196
Z_23866243_23884270	HMGCR	72.54090
Z_23891906_23945893	ANKRD31	0.00000
Z_23948267_23966482	GCNT4	0.60574
Z_24023647_24059288	FAM169A	1.50066
Z_24061466_24065315	NSA2	68.82030
Z_24065463_24083952	GFM2	7.07994
Z_24084177_24100029	HEXB	27.27730
Z_24127844_24140790	ENC1	4.14311
Z_24163194_24173955	LOC101750431	0.00000
Z_24176196_24183436	LOC101750462	0.00000
Z_24237457_24266550	LOC101750506	0.00000
Z_24426271_24561209	LOC427201	0.00000
Z_24566932_24576550	UTP15	57.32470
Z_24576662_24583686	ANKRA2	24.50090
Z_24595609_24602145	BTF3	147.52900
Z_24602198_24609656	LOC101750669	0.00000
Z_24613361_24615389	FOXD1	0.18028
Z_24615920_24619364	LOC426155	0.00000
Z_24662415_24666057	LOC101750848	0.00000
Z_24722443_24726985	LOC101750946	0.00000
Z_247436_252945	LOC101751908	0.00000
Z_24756495_24760643	TMEM174	0.11739
Z_24766545_24777326	TMEM171	5.15266
Z_24774210_24779255	LOC101748165	0.00000
Z_24786066_24881288	FCHO2	2.41050
Z_24890313_24971208	TNPO1	18.79060
Z_24971351_24974895	LOC101751521	0.00000
Z_25040614_25074147	ZNF366	0.00000
Z_25090731_25102395	LOC101751616	0.00000
Z_25109164_25124923	PTCD2	2.80766
Z_25125711_25172206	MRPS27	15.95510
Z_25179807_25251593	MAP1B	15.77680
Z_25369428_25372937	LOC100859235	0.07087
Z_25375349_25442185	PGM5	0.00000
Z_25448221_25450935	LOC100859258	3.15154
Z_25555341_25573974	CBWD1	14.57300
Z_25581042_25665213	DOCK8	0.73421
Z_25665300_25675049	LOC101748473	0.17055
Z_25683928_25684784	LOC101748808	5.67397
Z_25704767_25792870	KANK1	7.48079
Z_25808638_25810969	DMRT1	0.00000
Z_25868001_25877454	DMRT3	0.00000
Z_25884872_25886345	LOC101748910	0.00000
Z_25902297_25905995	DMRT2	0.00000
Z_26032001_26035625	LOC101749092	0.00000
Z_26035822_26038806	LOC101749131	0.00000
Z_26104644_26108926	LOC101749239	0.00000
Z_26195619_26294557	SMARCA2	39.06620
Z_2626862_2897510	SETBP1	0.64154
Z_26294793_26295360	-	17.21580
Z_26377467_26384429	LOC101749283	0.00000
Z_26416454_26431162	VLDLR	5.77064
Z_26455182_26471190	KCNV2	0.00000
Z_26488494_26512959	KIAA0020	32.27430
Z_26524941_26655519	RFX3	3.35672
Z_26658295_26672758	LOC769359	0.00000
Z_26708078_26869742	GLIS3	0.22920
Z_26924491_26984098	SLC1A1	0.59353
Z_26971715_26985131	LOC427353	0.00000
Z_27127048_27129372	LOC101750037	0.32240
Z_27175821_27190239	LOC100859072	0.04664
Z_27274321_27279977	LOC101750127	0.00000
Z_27303463_27312259	CDC37L1	19.49440
Z_27311154_27328513	AK3	10.13050
Z_27340150_27374061	RCL1	42.89220
Z_27369523_27369602	MIR101	0.00000
Z_27374284_27375106	-	15.43230
Z_27375165_27375477	-	56.47600
Z_27375552_27376675	-	14.31330
Z_27376771_27377295	-	17.56000
Z_27377381_27377714	-	42.89610
Z_27377786_27378823	-	15.00170
Z_27391781_27473302	JAK2	3.77407
Z_27474491_27474950	-	15.48040
Z_27483969_27486468	RLN3	5.11456
Z_27527623_27540393	CD274	0.00000
Z_27544193_27557719	PDCD1LG2	0.00000
Z_27550274_27571450	LOC770771	0.00000
Z_27571026_27623518	KIAA1432	4.57804
Z_27628788_27647206	ERMP1	5.80380
Z_27656385_27669223	LOC101750948	0.00000
Z_27673292_27678639	MLANA	0.60124
Z_27682949_27745782	KIAA2026	5.44748
Z_27737520_27737901	-	22.28000
Z_27749543_27749976	-	18.67540
Z_27752205_27782877	LOC100858941	76.74440
Z_27795422_27795476	-	1442080.00000
Z_27799595_27804046	LOC101751485	0.33428
Z_27804268_27886572	UHRF2	5.15896
Z_27888996_27927006	GLDC	1.39710
Z_27952718_28256602	KDM4C	3.38485
Z_28640923_29000588	PTPRD	0.00000
Z_29739278_29766835	LOC101747407	0.06497
Z_29860431_29860991	LOC101747465	0.00000
Z_29887969_29894784	LOC101747498	0.00000
Z_30185950_30189454	LOC101747540	0.00000
Z_30303127_30304179	LOC100859041	0.96949
Z_30629503_30655717	C9ORF150	319.36700
Z_30682038_30692119	TYRP1	0.00000
Z_30816083_30908182	MPDZ	2.89858
Z_30913745_30917187	LOC101751370	0.43673
Z_30961610_30962792	LOC101747668	0.00000
Z_30992651_30994833	LOC101747709	0.00000
Z_31235729_31399920	NFIB	3.16001
Z_31406283_31414138	LOC101747881	0.00000
Z_31451613_31451685	TRNAH-GUG	0.00000
Z_31516142_31559786	ZDHHC21	6.32418
Z_31559817_31565310	LOC101747986	0.22981
Z_31566166_31567262	CER1	0.00000
Z_31574817_31643391	FREM1	0.00000
Z_31687873_31763063	TTC39B	1.40495
Z_31795993_31830176	PSIP1	26.51850
Z_31837523_32090871	C9ORF93	2.08716
Z_32086305_32098111	LOC101748308	0.00000
Z_32100842_32105023	LOC101748927	0.00000
Z_32169220_32169312	MIR1779	0.00000
Z_32181560_32549997	BNC2	0.24648
Z_325424_329950	LOC101751950	1.94876
Z_32586634_32594190	LOC101749240	0.00000
Z_32614236_32810084	C9ORF39	0.53655
Z_32830891_32920338	SH3GL2	0.00000
Z_32977022_33406922	ADAMTSL1	0.04659
Z_33206536_33208563	LOC427240	0.00000
Z_33418520_33425783	FAM154A	7.60168
Z_33442686_33461513	HAUS6	9.23592
Z_33461857_33476023	PLIN2	191.29100
Z_33509517_33510210	-	15.46900
Z_33510400_33511023	-	21.19400
Z_33516829_33592090	DENND4C	5.14732
Z_33595354_33599813	RPS6	1238.36000
Z_33599963_33601210	LOC101749867	0.00000
Z_33602789_33623578	ACER2	0.50367
Z_33647729_33748962	SLC24A2	0.00000
Z_33886770_34000643	MLLT3	9.38865
Z_34022934_34119106	FOCAD	3.47173
Z_3410666_3421967	SYT4	0.13924
Z_34122652_34137125	PTPLAD2	0.79739
Z_34142072_34147698	LOC101750245	0.00000
Z_34152024_34166228	LOC100859518	0.13323
Z_34167511_34179019	LOC100859551	0.00000
Z_34182488_34188471	LOC100859587	0.00000
Z_34197968_34201737	LOC101750973	0.00000
Z_342470_365812	ATP8B1	0.00000
Z_34251778_34252901	LOC101749044	0.00000
Z_34262463_34270727	LOC100859353	0.00000
Z_34277423_34279399	LOC101749132	0.25751
Z_34293202_34299523	RFK	6.43193
Z_34312973_34331686	LOC101749181	0.00000
Z_34333140_34427877	PIP5K1B	6.29183
Z_34429732_34443775	FXN	2.58061
Z_34446876_34509726	TJP2	34.45870
Z_34504175_34504261	MIR1556	0.00000
Z_34531908_34557060	FAM189A2	6.26076
Z_34562197_34639842	APBA1	1.66492
Z_34639556_34645945	LOC101750012	0.00000
Z_34655505_34687174	PTAR1	3.03684
Z_3471954_3658208	RIT2	0.00000
Z_34741075_34805885	MAMDC2	0.00000
Z_34781500_34781589	MIR1416	0.00000
Z_34813015_34868058	SMC5	6.69909
Z_34853975_34856429	LOC101749929	0.00000
Z_34876839_34892514	KLF9	16.63740
Z_34897569_34906783	LOC101750065	0.04500
Z_34909915_34914695	LOC101750081	0.00000
Z_34929502_34930415	LOC101750172	0.00000
Z_34936736_35362794	TRPM3	0.00000
Z_35347553_35351734	LOC101750217	0.00000
Z_35384801_35385336	LOC101750672	0.00000
Z_35396365_35440167	LOC427250	5.70476
Z_35445759_35448354	LOC101750866	0.15809
Z_35460932_35477904	ABHD17B	9.23988
Z_35477715_35494918	CZH9orf85	18.89950
Z_35536118_35562191	GDA	2.75626
Z_35594929_35609343	ZFAND5	16.35630
Z_35666935_35725728	TMC1	0.00000
Z_35752272_35806349	ALDH1A1	8541.40000
Z_35824619_35824922	-	35.31410
Z_35837979_35852522	LOC101750148	1.16921
Z_35885138_35899221	ANXA1	2.00512
Z_36280351_36285768	LOC101751165	0.00000
Z_36402032_36535271	RORB	2.16215
Z_36563694_36650373	TRPM6	1.16868
Z_36665018_36666131	LOC101751258	2.00133
Z_36666331_36671207	CZH9ORF40	13.33150
Z_36671265_36693251	CZH9ORF41	24.74050
Z_36672575_36673593	-	14.94790
Z_36693895_36703062	CZH9ORF95	5.41156
Z_367003_378575	NARS	103.31100
Z_36702393_36722871	OSTF1	16.02490
Z_36867469_36891977	LOC100857863	0.00000
Z_36921723_37121382	PCSK5	5.09098
Z_37135779_37183086	LOC101751815	2.40079
Z_37188610_37194974	LOC427259	6.23826
Z_3719487_3728951	LOC100857848	6.95698
Z_37205867_37210409	LOC101752170	0.00000
Z_37210527_37223588	GCNT1	0.13443
Z_37231802_37239799	LOC101752039	0.00000
Z_37253776_37254873	-	12.15230
Z_37255014_37255693	-	12.46310
Z_37256440_37387510	LOC768768	7.71574
Z_37391907_37396806	LOC101752270	0.50285
Z_37417224_37419065	FOXB2	0.00000
Z_37451755_37460970	LOC101747257	0.31289
Z_37461214_37563695	VPS13A	3.01499
Z_3747411_3752151	LOC101751354	0.00000
Z_37567811_37628986	GNA14	0.00000
Z_37642892_37643446	-	12.21690
Z_37643531_37643858	-	26.38600
Z_37643903_37760853	GNAQ	7.30877
Z_37761209_37764518	LOC101747408	0.13672
Z_37793113_37817386	CEP78	1.75985
Z_37822137_37837440	PSAT1	204.35700
Z_37899848_37903281	LOC101747710	0.00000
Z_380953_391800	FECH	19.82160
Z_38243465_38252403	LOC101747755	0.00000
Z_38331270_38427660	TLE4	27.53500
Z_38427779_38428645	-	17.38710
Z_38890965_38893939	LOC100857117	2.87781
Z_39042236_39113393	TLE1	5.78234
Z_391881_395355	-	18.50220
Z_3937368_3942001	LOC101751392	0.00000
Z_3945042_3946245	LOC101751428	0.00000
Z_3954470_3956757	LOC101751471	0.00000
Z_39575158_39615692	RASEF	6.37259
Z_39669739_39820440	FRMD3	0.69080
Z_3967739_3981009	LOC101751542	0.00000
Z_3981009_3991786	LOC101751505	0.00000
Z_39826723_39835704	CZH9ORF103	10.43460
Z_39841089_39870457	UBQLN1	47.35990
Z_39872899_39895581	GKAP1	9.96124
Z_39900366_39926251	KIF27	1.12856
Z_3992128_4061576	PIK3C3	11.60880
Z_39926642_39927073	-	15.94150
Z_39927187_39935355	CZH9ORF64	14.02790
Z_39935498_39954565	HNRNPK	106.32800
Z_39936986_39937095	MIR7-1	0.00000
Z_39954654_39958511	RMI1	0.00000
Z_399552_402476	-	17.89160
Z_40023556_40067108	SLC28A3	0.00000
Z_40148516_40353910	NTRK2	0.00000
Z_402544_407002	-	21.95180
Z_40367698_40367752	-	573357.00000
Z_4042126_4061599	LOC101751575	0.00000
Z_40457323_40466201	LOC101750346	0.00000
Z_40524732_40576407	AGTPBP1	0.06732
Z_40590234_40593804	LOC101750731	0.00000
Z_40593877_40620389	NAA35	9.93858
Z_40623501_40660067	GOLM1	11.59230
Z_40679499_40686431	ISCA1	4.66228
Z_40689278_40722203	ZCCHC6	2.63721
Z_407101_424502	ONECUT2	18.87260
Z_40746438_40759648	LOC101750867	0.00000
Z_4083762_4141829	LOC101751865	0.00000
Z_40919250_40924490	GAS1	0.00000
Z_41139634_41236316	DAPK1	3.03880
Z_41257443_41267380	LOC101750974	0.00000
Z_41267478_41272899	CTSL2	62.51770
Z_41281425_41301972	FBP2	0.41809
Z_41306527_41316186	FBP1	69.56850
Z_41334769_41510134	CZH9ORF3,MIR24	2.47803
Z_41335115_41344523	LOC101751114	0.10218
Z_41508035_41508121	MIR23B	0.00000
