GENE	CHROM POSITION	library_15
TMEM61	8_24171612_24176347	1.44532
TMEM62	5_25334884_25356708	3.59009
TMEM63A	3_16530658_16559782	4.14729
TMEM63B	3_29693563_29732173	24.54310
TMEM63C	5_38392751_38416153	20.72590
TMEM64	2_124388202_124400596	29.58850
TMEM65	2_137985574_138016845	16.32200
TMEM66	4_48646913_48654562	57.05040
TMEM67	2_125630901_125661833	2.58659
TMEM68	2_110707006_110726690	7.80233
TMEM69	8_20122289_20125400	27.04860
TMEM70	2_117735599_117739766	31.49560
TMEM71	2_141253805_141271496	0.41896
TMEM72	6_18676249_18684017	0.10986
TMEM79	Un_24023760_24025532	7.96214
TMEM80	5_538836_543717	1.25632
TMEM81	26_1953335_1955278	0.00000
TMEM82	21_4222640_4227018	73.65760
TMEM86A	5_12010035_12036152	1.72293
TMEM87A	5_24892935_24915516	73.94320
TMEM88	21_2203302_2210136	0.31466
TMEM8A	14_12104545_12121814	7.75219
TMEM8B	Z_8938600_8946562	0.42319
TMEM8C	17_6958226_6965248	0.00000
TMEM9	26_892800_896519	2.08120
TMEM97	19_9296359_9298907	46.93400
TMEM9B	5_8996894_9005734	50.85190
TMF1	12_15276825_15292253	25.28330
TMIE	2_3268000_3299151	0.00000
TMIGD1	19_6239716_6244099	0.00000
TMLHE	4_10979967_10995125	10.29660
TMOD1	Z_70614662_70631773	3.76673
TMOD3	10_8510681_8533995	28.05080
TMOD4	25_1788998_1792507	1.47244
TMPO	1_46488643_46510913	46.74670
TMPPE	2_45044686_45053411	5.47742
TMPRSS11D,TMPRSS11E	4_51069688_51110578	0.55948
TMPRSS11F	4_51117504_51163389	0.54324
TMPRSS12	LGE22C19W28_E50C23_131726_135867	4.17124
TMPRSS13	24_5398649_5401042	13.95700
TMPRSS15	1_98894545_98953092	0.00000
TMPRSS2	1_108297489_108308500	0.30660
TMPRSS3	1_108736418_108750916	0.00000
TMPRSS4	24_5434001_5439052	0.00000
TMPRSS5	24_5492972_5497422	3.02522
TMPRSS6	1_51316349_51336170	15.91740
TMPRSS7	1_87980901_88010368	0.52218
TMPRSS9	28_606064_627377	0.46880
TMSB10	13_13675910_13683969	0.00000
TMSB4X	1_122807427_122807976	110.93800
TMTC1	1_59856685_59990881	1.91903
TMTC2	1_40738810_40981242	4.66041
TMTC3	1_42736315_42772134	18.44600
TMTC4	1_143143203_143200260	4.17997
TMUB1	2_272465_274006	94.47720
TMX1	5_57890073_57922483	0.20381
TMX2	5_16277198_16279563	42.15100
TMX3	2_94236976_94263035	22.41150
TMX4	3_13968157_13993904	48.78310
TNC	17_2640784_2707385	0.24461
TNFAIP1	19_9301909_9314719	14.93810
TNFAIP2	5_50036411_50056142	0.08603
TNFAIP3	3_53858465_53875823	0.42919
TNFAIP6	7_34630768_34644425	0.00000
TNFAIP8	Z_71440731_71444182	7.35630
TNFAIP8L1	28_4703152_4709520	2.42682
TNFAIP8L3	10_8645990_8687574	1.32277
TNFRSF10B	22_1269970_1276484	85.30760
TNFRSF11A	2_68296735_68323016	7.91359
TNFRSF11B	2_135904343_135921143	0.32688
TNFRSF13B	14_4647338_4650471	1.30623
TNFRSF13C	1_49333003_49334611	0.00000
TNFRSF14	2_3872167_3876425	7.54412
TNFRSF18	21_2560350_2566661	0.46053
TNFRSF19	1_176744135_176796170	21.69860
TNFRSF1A	1_78835797_78848731	9.44359
TNFRSF1B	21_5452492_5465704	3.29674
TNFRSF21	3_109559435_109588428	25.04090
TNFRSF25	21_599876_603929	0.00000
TNFRSF6B	20_9998760_10003663	0.00000
TNFRSF8	21_5468755_5481847	5.41669
TNFRSF9	21_268847_274685	17.42250
TNFSF10	9_18760142_18766555	1.41897
TNFSF11	1_165817348_165837233	0.32917
TNFSF13B	1_139440811_139454165	0.09637
TNFSF15	17_2556483_2569744	5.51122
TNFSF4	8_4327657_4343278	0.00000
TNFSF8	17_2602626_2616253	0.00000
TNIK	9_19037203_19172051	10.40170
TNIP1	13_12366641_12377393	12.88760
TNIP2	4_82006389_82013939	4.72182
TNIP3	4_53512164_53591272	0.15118
TNK2	9_14428632_14445856	10.05610
TNKS	4_48794272_48900575	6.76839
TNKS1BP1	5_16342046_16352256	3.94525
TNKS2	6_19440206_19466608	10.21730
TNMD	4_5164390_5172186	0.34007
TNN	8_7052800_7071908	1.01530
TNNC1	12_538816_544256	0.74242
TNNC2	20_10856321_10858120	1.25049
TNNI1	26_772026_777487	0.79916
TNNI2	5_13473897_13478231	0.00000
TNNI3K	8_28466299_28510637	0.12740
TNNT2	26_789216_797492	0.00000
TNNT3	5_13389729_13423891	0.00000
TNPO1	Z_24890313_24971208	18.79060
TNPO3	1_631208_653292	21.42750
TNR	8_6987422_7036376	0.14752
TNRC18	14_4083377_4130285	29.76390
TNRC6A	14_6817657_6858943	36.35230
TNRC6C	18_3969794_4034266	4.12462
TNS1	7_22106697_22147385	2.07977
TNS3	2_55148060_55333257	7.91673
TNXB	16_15201_37886	0.47765
TOB1	18_10352469_10356545	178.95100
TOB2	1_49497082_49503887	53.30730
TOE1	8_19937199_19943929	9.53316
TOLLIP	5_14042658_14069042	35.85810
TOM1	1_51962484_51983162	17.28340
TOM1L1	18_5786806_5808113	0.00000
TOMM20	3_37533428_37540497	134.84600
TOMM34	20_5569442_5573543	37.35660
TOMM40L	Un_23490052_23492380	61.83200
TOMM5	Z_81357810_81358731	98.33920
TOMM6	26_5019498_5020434	78.64250
TOMM7	2_31006560_31010587	85.39180
TOMM70A	1_84267200_84288623	33.94110
TOP1	20_5180401_5242581	68.38200
TOP1MT	2_147997970_148009394	49.25740
TOP2A	27_4416654_4451174	22.80410
TOP2B	2_38420563_38482069	43.34680
TOP3A	14_5075177_5087083	3.55957
TOP3B	15_443710_457495	12.25980
TOPAZ1	2_41236326_41284381	0.88571
TOPBP1	2_43231229_43254449	9.96958
TOPORS	Z_66939073_66943656	5.02945
TOR1A	17_5700597_5704296	50.32020
TOR1AIP1	8_6048089_6054850	25.59070
TOR1AIP2	8_6056537_6063934	9.32253
TOR1B	17_5694119_5699335	19.57460
TOR2A	17_4923971_4927893	6.70053
TOR3A	8_6220764_6228859	12.36670
TOX	2_111893366_112071414	0.19520
TOX2	20_2605669_2719071	5.52907
TOX3	11_4705273_4826826	2.65617
TP53BP1	10_19747193_19778344	17.45960
TP53BP2	3_16979390_17019619	63.61560
TP53I11	5_21480447_21496826	1.92310
TP53I3	3_103877672_103887713	1.17986
TP53INP1	2_126171739_126182625	30.21230
TP53INP2	20_534996_545847	18.57950
TP53RK	20_5923451_5925045	17.06220
TP53TG5	20_5455179_5457035	1.36835
TP63	9_13522135_13584828	0.00000
TP73	21_943549_976450	0.00000
TPBG	3_77633133_77637267	2.17536
TPCN1	15_12589297_12644599	5.53467
TPCN2	5_16419359_16441744	7.75781
TPCN3	3_3022020_3036125	4.21375
TPD52L1	3_59529194_59580015	0.00000
TPGS1	28_2607026_2609228	4.34333
TPH1	5_11839351_11849927	0.23950
TPH2	1_36453707_36507999	0.83970
TPI1	1_76754053_76757054	266.30400
TPK1	2_52746676_53012210	10.17010
TPM1	10_3667261_3685497	21.07940
TPM2	Z_9069604_9077129	50.32020
TPMT	2_60456388_60465469	14.45570
TPO	3_92338246_92387192	0.26832
TPP1	1_193529876_193533840	29.80500
TPP2	1_142098460_142147293	14.42680
TPPP	2_55686484_55764048	12.30110
TPPP2	Z_43980622_43981598	0.00000
TPPP3	11_1214110_1215453	0.00000
TPR	8_9933945_9977010	32.76540
TPRA1	12_9738593_9754465	11.72440
TPRG1L	21_989967_993919	75.24830
TPRKB	1_15497506_15500406	37.23160
TPRN	17_1767834_1781585	18.28510
TPST1	19_4994105_5018705	47.77510
TPST2	15_7165842_7176056	5.95168
TPT1	1_167062380_167066306	1108.19000
TPTE2	1_169787325_169804111	5.08173
TPX2	20_10378666_10391725	31.92750
TRA2A	2_31413577_31437334	205.05300
TRA2B	9_3895925_3914186	94.28030
TRABD	1_20004477_20036828	46.74920
TRABD2A	Z_52717107_52803693	0.00000
TRABD2B	8_21100119_21356827	1.67307
TRADD	11_2432323_2447037	9.49728
TRAF1	17_8297419_8316432	5.48160
TRAF2	17_529769_548975	22.12650
TRAF3	5_49718618_49779909	3.97742
TRAF3IP1	7_5941235_5978037	5.55789
TRAF3IP2	3_65438174_65464203	4.41712
TRAF3IP3	26_3095879_3106168	0.92005
TRAF5	3_21605814_21621949	0.00000
TRAF6	5_18772809_18793300	10.66930
TRAF7	14_6408599_6437326	36.25660
TRAFD1	15_6287965_6297372	8.86731
TRAIL-LIKE	4_9570162_9573092	0.31052
TRAIP	12_2550030_2567832	8.70232
TRAK1	2_44293288_44410104	37.47520
TRAK2	7_10959086_11002637	6.07516
TRAM1	2_116435773_116455289	302.53800
TRAM2	3_107119231_107128818	13.94020
TRANK1	2_46537530_46589790	6.86427
TRAP1	14_12473310_12491459	60.08130
TRAPPC10	1_109600681_109642467	21.65370
TRAPPC12	3_93232124_93279474	12.97200
TRAPPC2	1_122421116_122426806	44.60270
TRAPPC2L	11_17988570_17991178	32.10760
TRAPPC3	23_4050994_4056203	27.91590
TRAPPC4	24_5658941_5660793	0.00000
TRAPPC5	Un_32282138_32282746	21.98110
TRAPPC6B	5_36880150_36883970	20.81330
TRAPPC8	2_105968110_106017963	21.99860
TRAPPC9	2_144742129_145216950	12.27940
TRAT1	1_87030470_87049625	0.00000
TRBV6-5	1_77558923_77619907	0.00000
TRDMT1	2_19699001_19727785	7.38268
TRDN	3_60290138_60361284	0.00000
TREM2	26_4686702_4691090	0.00000
TREML2	26_4693284_4699278	0.00000
TRERF1	3_22204914_22277483	4.46114
TRH	12_19691998_19696555	0.29934
TRHDE	1_36578599_36798108	4.12844
TRHR	2_131690686_131704505	0.00000
TRIAP1	15_9293943_9296565	24.32990
TRIB2	3_97427884_97448913	32.23920
TRIL	2_34034249_34038980	0.29054
TRIM13	1_168667711_168673157	9.06830
TRIM14	Z_51827373_51834809	1.16277
TRIM2	4_19312495_19349626	1.50773
TRIM23	Z_20445161_20466362	2.33461
TRIM24	1_56529993_56586935	4.58599
TRIM25	18_6251606_6261401	3.90003
TRIM27	16_209906_215062	43.27810
TRIM27.2	16_159926_162982	0.00000
TRIM28	Un_5866335_5873956	33.72250
TRIM29	24_3863288_3886665	39.70650
TRIM3	1_193588738_193595812	11.89370
TRIM32	17_3312318_3318409	3.35123
TRIM33	26_3787607_3807691	16.96890
TRIM35	3_104980457_104985162	22.59290
TRIM36	Z_78579571_78599102	0.00000
TRIM37	19_7166865_7187761	12.58320
TRIM39	16_165123_169149	0.19218
TRIM41	16_143207_148883	16.36610
TRIM42	9_5905733_5914203	0.00000
TRIM47	18_4604431_4612462	0.95725
TRIM50	19_289492_295393	0.09722
TRIM55	2_114674301_114710966	0.00000
TRIM59	9_21616964_21624289	8.77989
TRIM62	21_6513517_6516128	15.99600
TRIM63	23_3169730_3174845	0.52866
TRIM65	18_4599973_4603416	2.25937
TRIM66	5_9178969_9221991	0.81327
TRIM67	3_39969772_40007076	0.00000
TRIM69	13_12660170_12666118	2.64169
TRIM7	16_177446_186760	0.84154
TRIM71	2_41117520_41127913	7.41085
TRIM8	6_22814490_22833776	7.96966
TRIM9	5_57867189_57888658	3.17370
TRIO	2_76309122_76496830	12.57560
TRIOBP	Un_3876451_3879308	9.06019
TRIP11	5_43797460_43827304	8.89461
TRIP12	9_9534495_9600739	29.97870
TRIP13	2_55637398_55652662	6.05578
TRIP4,ZNF609	10_649615_713849	26.63470
TRIT1	23_5469523_5483511	15.55540
TRMT10A	4_59624695_59634567	27.81370
TRMT10C	1_84710667_84713638	24.14730
TRMT11	3_59178741_59205181	6.21342
TRMT12	4_5138072_5141361	6.65525
TRMT13	8_10874175_10884361	3.37242
TRMT1L	8_random_27920_64462	25.23800
TRMT2A	15_1293464_1300777	12.24940
TRMT2B	4_2080845_2087503	2.28354
TRMT5	5_54169209_54177060	2.44822
TRMT6	3_16243730_16255211	14.93670
TRMT61A	5_50234322_50255751	4.61293
TRMT61B	3_8512167_8518244	5.83646
TRMU	1_15520697_15532339	10.89280
TRNAA-AGC	2_93639288_93639361	289.78000
TRNAA-CGC	7_35547272_35547344	0.00000
TRNAA-UGC	15_4502435_4502507	0.00000
TRNAC-GCA	27_4040215_4040287	0.00000
TRNAD-GUC	1_83563969_83564041	0.00000
TRNAE-CUC	16_169502_169574	0.00000
TRNAE-UUC	16_171162_171234	0.00000
TRNAF-GAA	15_4502986_4503059	0.00000
TRNAG-CCC	14_13562664_13562735	0.00000
TRNAG-GCC	11_1644244_1644315	165.07400
TRNAG-UCC	Un_13874250_13874322	0.00000
TRNAH-GUG	11_783678_783750	0.00000
TRNAI-AAU	10_338050_338124	0.00000
TRNAI-UAU	3_23498407_23498502	0.00000
TRNAK-CUU	16_170111_170184	0.00000
TRNAK-UUU	26_1754196_1754269	0.00000
TRNAL-AAG	14_8664783_8664866	0.00000
TRNAL-CAA	16_170333_170437	0.00000
TRNAL-CAG	1_83560997_83561080	0.00000
TRNAL-UAA	12_10031238_10031321	0.00000
TRNAL-UAG	Un_21007535_21007617	0.00000
TRNAM-CAU	18_1123394_1123466	117.19100
TRNAN-GUU	16_189922_189996	0.00000
TRNAP-AGG	1_90910268_90910340	0.00000
TRNAP-CGG	2_65375406_65375478	0.00000
TRNAP-UGG	1_147581726_147581798	0.00000
TRNAQ-CUG	10_139622_139694	0.00000
TRNAR-ACG	2_43437832_43437905	0.00000
TRNAR-CCG	18_7672623_7672696	0.00000
TRNAR-CCU	18_10889063_10889136	0.00000
TRNAR-UCU	17_4982311_4982404	0.00000
TRNAS-AGA	1_78763365_78763447	0.00000
TRNAS-CGA	7_6821885_6821967	0.00000
TRNAS-GCU	2_137899549_137899631	0.00000
TRNAS-UGA	19_380748_380830	0.00000
TRNASTOP-UCA	3_27028773_27028859	0.00000
TRNAT-AGU	17_1300429_1300502	0.00000
TRNAT-CGU	18_6380893_6380965	0.00000
TRNAT-UGU	16_187941_188014	0.00000
TRNAU1AP	23_2510932_2526433	0.68684
TRNAV-AAC	16_188710_188783	0.00000
TRNAV-CAC	16_149521_149594	0.00000
TRNAV-UAC	1_118630593_118630666	0.00000
TRNAY-GUA	2_61096571_61096661	0.00000
TRNT1	12_18091846_18095113	40.11060
TROJAN	Z_8883936_8889333	0.00000
TROVE2	8_3482696_3499740	9.57877
TRPA1	2_116997319_117032320	0.38494
TRPC1	9_10014980_10035737	19.84080
TRPC3	4_53296272_53335467	0.19643
TRPC4	1_171102922_171242704	0.00000
TRPC4AP	20_2909212_2941917	73.51110
TRPC5	4_13010663_13102445	0.19410
TRPC6	1_182261108_182355965	0.00000
TRPC7	13_14312813_14377679	0.27145
TRPM1	10_5142726_5226147	0.00000
TRPM2	9_4698195_4711611	0.12224
TRPM3	Z_34936736_35362794	0.00000
TRPM5	5_12944452_12993214	0.00000
TRPM6	Z_36563694_36650373	1.16868
TRPM7	10_10272812_10325885	7.41903
TRPM8	7_5508788_5538667	0.00000
TRPS1	2_134043911_134252561	3.38668
TRPV1,TRPV3	19_6662145_6701175	0.49706
TRPV2	19_6590862_6603353	0.00000
TRPV4	15_random_96048_98150	0.00000
TRPV6	1_77385713_77416146	0.00000
TRRAP	14_1317025_1391661	35.23040
TRUB1	6_27594977_27621912	20.76250
TRUB2	17_4987519_4991501	25.19180
TSC1	17_6722371_6749327	12.24900
TSC2	14_6259025_6290653	12.44400
TSC22D1	1_166717797_166796247	53.43090
TSC22D3	4_1770852_1772689	32.77670
TSEN15	8_7743770_7752968	12.88770
TSEN2	12_4915367_4925507	11.48910
TSEN34	Un_33558704_33559946	15.27840
TSG101	5_11943153_11957020	80.15880
TSGA10	1_131827343_131853244	0.00000
TSHB	26_3921345_3924240	0.00000
TSHR	5_40042539_40090213	0.00000
TSHZ1	2_91341996_91380240	7.02126
TSHZ2	20_12896577_13105163	5.88636
TSHZ3	11_8710176_8721238	0.07024
TSKU	1_192617686_192633189	49.28770
TSN	7_25748553_25752973	73.24200
TSNARE1	2_146507943_146826176	7.16627
TSNAX	3_39002731_39024592	16.36010
TSNAXIP1	11_842556_857697	0.00000
TSPAN1	8_20388621_20392509	111.04400
TSPAN10	18_9425512_9427533	0.81128
TSPAN12	1_23238308_23283097	38.40910
TSPAN13	2_28676265_28693100	27.59260
TSPAN14	6_3826260_3864901	18.57820
TSPAN15	6_10506235_10517768	0.57960
TSPAN18	5_21423456_21473546	13.40450
TSPAN19	1_41621482_41632727	0.00000
TSPAN2	26_3927142_3947040	1.16869
TSPAN3	10_2604535_2636391	114.78400
TSPAN32	5_13029560_13050477	0.31444
TSPAN4	5_14628884_14812625	6.57372
TSPAN5	4_59390222_59447004	16.61520
TSPAN6	4_5156285_5162094	206.50900
TSPAN8	1_36090307_36107430	233.93900
TSPAN9	1_74834705_74976415	5.19447
TSPEAR	9_4690062_4697096	0.29203
TSPO	1_68677123_68681363	24.76060
TSPO2	26_4636004_4645075	0.19568
TSR1	19_5623968_5633368	36.99520
TSSC1	3_93167699_93232423	7.06250
TSSC4	5_12992371_12996720	21.25730
TSSK2	15_7873417_7874636	0.64797
TSSK3	23_5144252_5145655	0.00000
TST	1_51355165_51362344	56.53750
TSTA3	2_148480032_148484543	53.72870
TSTD2	Z_70595547_70610930	4.46762
TTBK1	3_15240348_15316856	2.02659
TTBK2	5_25165764_25251737	3.75009
TTC1	13_7288817_7321941	14.83950
TTC12	24_5787160_5800976	1.75756
TTC13	3_39879938_39916003	6.52174
TTC14	9_16663282_16672397	6.34739
TTC16	17_4927336_4932161	2.00539
TTC17	5_20718545_20772082	27.09800
TTC18,WDR90	14_13072299_13114571	3.00013
TTC19	19_6458524_6462276	7.34341
TTC21B	7_19154951_19186251	1.27564
TTC25	27_4726344_4733747	0.94818
TTC26	1_48858635_48904706	3.12217
TTC27	3_30719385_30821731	35.15770
TTC28	15_7550494_7675992	21.60890
TTC29	4_31028074_31266450	0.00000
TTC3	1_106378605_106438592	14.94830
TTC30A	7_15181572_15184103	0.70654
TTC32	3_101037010_101038540	13.94350
TTC33	Z_12713186_12750673	7.71033
TTC34	21_1365498_1378584	0.14441
TTC36	24_4337576_4338577	0.00000
TTC37	Z_57248748_57293848	6.58623
TTC38	1_71511928_71531312	35.11800
TTC39A	8_22913018_22955816	0.28285
TTC39B	Z_31687873_31763063	1.40495
TTC39C	2_102908937_102948741	7.31010
TTC4	8_24142951_24148274	22.52120
TTC6	5_36463578_36516046	0.00000
TTC7A	3_26292130_26453922	19.98680
TTC7B	5_43253727_43373750	1.99220
TTC8	5_42533890_42570475	5.65267
TTC9	5_26666085_26693259	12.30100
TTF1	17_6520527_6528609	26.89480
TTF2	1_83540416_83559865	2.31040
TTI1	20_10751033_10759471	1.97321
TTI2	22_1594502_1602755	0.00000
TTK	3_78610912_78643681	2.50367
TTL	3_15341918_15357254	39.70710
TTLL1	1_68622439_68649560	3.82833
TTLL10	21_2576797_2596040	0.43669
TTLL11	17_8621892_8659409	2.12823
TTLL12	1_68683417_68703594	27.63890
TTLL2	3_41687488_41713560	0.00000
TTLL3	12_11472346_11480300	5.98772
TTLL4	7_21924999_21948006	3.24292
TTLL5	5_37609204_37728663	25.28870
TTLL7	8_15670283_15732058	2.04934
TTLL9	20_10420571_10431622	0.36802
TTN	7_14645932_14885623	0.09243
TTPA	2_113502248_113517688	8.00509
TTPAL	20_5748293_5755903	12.40520
TTR	2_105824284_105831746	614.22200
TTRL	2_105833684_105842493	0.00000
TTYH2	18_9384985_9391147	6.53030
TTYH3	14_3236946_3274038	17.55580
TUB	5_9639919_9697725	3.49381
TUBA1C	Un_6765051_6765978	1071.29000
TUBA3E	26_515418_520739	56.07250
TUBA4A	1_62201176_62208323	0.00000
TUBA8	1_62192022_62196414	0.00000
TUBAL3	1_1149258_1155769	0.00000
TUBB	Un_20448945_20452195	375.60400
TUBB1	20_11232024_11237042	2.28743
TUBB2C	17_1871841_1873939	458.59200
TUBB3	11_18290827_18292152	25.59170
TUBB6	2_97123921_97131304	185.67700
TUBD1	19_7367332_7382524	11.21100
TUBE1	3_65223741_65237355	1.34879
TUBG1	27_4982349_4989404	38.49850
TUBGCP2	6_8879486_8904146	6.46658
TUBGCP3	1_137261994_137311867	7.24648
TUBGCP4	10_19778487_19790861	24.19160
TUFT1	25_2114121_2117226	12.83020
TULP1	26_55540_59279	0.68986
TULP3	1_75069168_75104761	19.84280
TULP4	3_51164896_51306813	3.75967
TUSC1	Z_68021161_68022520	9.11069
TUSC2	12_1413621_1417524	11.99870
TUSC3	4_63229773_63341620	9.46919
TUT1	Un_30000619_30008602	13.55000
TWF1	1_30025393_30043853	85.76290
TWF2	12_2945884_2958330	47.82160
TWIST1	2_29698661_29700548	0.30819
TWIST2	7_6156604_6186493	0.00000
TWIST3	LGE22C19W28_E50C23_398800_404313	0.00000
TWISTNB	2_29884149_29887424	67.29100
TWSG1	2_98442913_98459693	17.62920
TXK	4_66155235_66174461	0.41092
TXLNA	23_5118997_5126276	35.59760
TXLNB	3_53266552_53303519	0.21965
TXLNG	1_120812513_120832175	13.96180
TXN	Z_66343847_66349205	339.88800
TXN2	1_51573279_51580778	54.22900
TXNDC11	14_886686_907443	12.55360
TXNDC12	8_23150332_23159575	48.92260
TXNDC15	13_14990336_14995173	4.32820
TXNDC16	5_58029047_58072579	3.02694
TXNDC17	19_9801639_9804125	9.45614
TXNDC3	2_46759648_46779662	0.00000
TXNDC5	2_64443728_64464467	56.60680
TXNDC9	1_131902771_131912517	51.99670
TXNL1	Z_593097_607664	70.71730
TXNL4A	2_56260549_56271794	63.06100
TXNL4B	1_84708592_84714649	1.53437
TXNRD2	15_989263_1023218	1.27548
TXNRD3	12_10366781_10386507	22.44760
TYK2	Un_8023084_8031248	7.40989
TYMS	2_101603482_101612822	7.86980
TYR	1_187076240_187126018	0.00000
TYRO3	5_24212523_24251940	10.06870
TYRP1	Z_30682038_30692119	0.00000
TYSND1	6_11069951_11072713	9.34944
TYW1	19_864495_917216	20.49610
TYW3	8_28539083_28542701	11.36890
TYW5	7_10512717_10525767	3.54850
U2AF1	1_109065786_109081673	32.64780
U2SURP	9_10105299_10141532	19.01580
UACA	10_19101189_19120792	65.17990
UAP1	8_3803210_3807690	66.09410
UAP1L1	17_353501_371223	13.25520
UBA2	11_10605565_10619190	5.45595
UBA3	12_15292802_15307347	10.50230
UBA5	2_42916008_42925824	40.84930
UBA6	4_51033185_51065521	16.79680
UBA7	12_2428034_2434777	6.51084
UBAC1	17_8154247_8174737	39.18530
UBAC2	1_143798201_143884758	18.06000
UBAP1	Z_7402721_7434274	8.70588
UBAP2	W_19450_133902	0.15413
UBAP2L	25_1301319_1320363	79.80460
UBASH3A	1_108752870_108771244	0.00000
UBASH3B	24_3131675_3181015	2.84875
UBB	15_4505418_4506854	386.96700
UBE2A	4_16505210_16513199	49.37980
UBE2C	20_10854145_10854760	30.60070
UBE2CBP	3_77405003_77480874	1.06704
UBE2D1	6_4700549_4716284	11.22060
UBE2D2	13_435173_458375	96.35000
UBE2D3	4_60519160_60527171	79.23930
UBE2E1	2_37710235_37755963	30.79850
UBE2E2	2_37441067_37650194	11.84880
UBE2E3	7_14019119_14074118	7.36752
UBE2G1	19_3144337_3168678	82.92280
UBE2G2	9_4667646_4684852	11.12230
UBE2H	1_806491_849202	36.00600
UBE2I	14_7393840_7407204	145.35400
UBE2J1	3_75090706_75113719	13.94900
UBE2J2	21_2467065_2474732	79.07820
UBE2K	4_68775900_68796204	38.54540
UBE2L3	15_322099_351356	88.02800
UBE2M	Un_22319108_22320109	50.45400
UBE2N	1_44714690_44733745	24.36570
UBE2O	18_4364942_4403630	5.28653
UBE2Q2	10_2999289_3041483	17.22750
UBE2QL1	2_79788039_79803957	26.07660
UBE2R2	Z_7163003_7214037	4.61109
UBE2T	26_1081204_1084445	2.22055
UBE2V1	20_14084220_14098375	99.98140
UBE2V2	2_107730231_107764961	20.74760
UBE2W	2_117680875_117713123	39.13440
UBE2Z	27_3479606_3491491	15.47840
UBE3A	1_131234214_131283481	19.99220
UBE3B	15_random_8674_19293	5.76494
UBE3C	2_8581966_8646617	39.57220
UBE4B	21_3595619_3631351	49.45850
UBFD1	14_6900159_6909466	8.09886
UBIAD1	21_4194938_4200723	61.32030
UBL3	1_174587948_174644872	98.59740
UBL7	10_2016797_2021942	13.42170
UBLCP1	13_9932173_9944988	9.07105
UBN1	14_13227862_13252918	13.92730
UBN2	1_48916711_48964633	12.38740
UBOX5	4_88181241_88188719	5.98548
UBP1	2_45210352_45246381	96.16640
UBQLN1	Z_39841089_39870457	47.35990
UBQLN4	25_149331_158426	101.80300
UBR1	5_25275164_25334013	10.97440
UBR2	3_22321255_22372930	17.42450
UBR4	21_4588700_4652508	30.48110
UBR5	2_128879410_128946908	22.72260
UBR7	5_44322375_44333193	38.59210
UBTD1	6_21867371_21870925	20.03030
UBTD2	13_8075957_8125605	6.39147
UBTF	Un_9256473_9259108	99.21490
UBXN10	21_4846204_4849422	3.74477
UBXN11	23_203344_215633	0.00000
UBXN2A	3_103726225_103743261	10.07830
UBXN2B	2_111687479_111704530	5.40414
UBXN4	7_30134943_30148304	122.68900
UBXN6	28_2468433_2473008	14.64230
UBXN7	9_4221053_4247373	8.12777
UCHL1	4_68252125_68256788	194.84300
UCHL3	1_154197386_154237747	53.48990
UCHL5	8_3499836_3512581	46.11780
UCK1	17_6234769_6238333	14.57610
UCK2	8_5490632_5507528	139.80300
UCKL1	20_9800885_9835998	11.38610
UCN3	1_1164148_1176317	0.00000
UCP3	1_194821403_194824338	0.73730
UEVLD	5_11957369_11968734	4.91340
UFD1L	15_657489_663617	48.05260
UFL1	3_72223624_72245252	8.35388
UFM1	1_170871096_170882076	45.56160
UFSP2	4_38695964_38707539	14.48850
UGCG	Z_66077012_66103943	11.43150
UGDH	4_68868808_68884495	75.76550
UGGT1	9_1016331_1054247	16.87130
UGGT2	1_145103148_145181961	4.67073
UGP2	3_9438540_9461698	161.17300
UGT2A3	4_51190267_51203309	22.89960
UGT8	4_55857359_55882422	12.57780
UHMK1	8_3808681_3821390	88.56850
UHRF1	28_4594457_4604297	14.05530
UHRF1BP1	26_4217724_4245259	3.38243
UHRF1BP1L	1_47003981_47057989	5.70916
UHRF2	Z_27804268_27886572	5.15896
UIMC1	13_9613993_9647708	3.92688
ULK1	15_2621238_2693823	6.97507
ULK2	19_6806869_6843145	6.97198
ULK3	10_1911521_1917111	11.16720
ULK4	2_44047755_44269382	0.00000
UMODL1	1_108534922_108592595	0.00000
UMPS	7_27363364_27369206	35.45480
UNC119	19_5719419_5730018	13.46050
UNC119B	15_9187045_9192142	20.45780
UNC13D	18_4622019_4635528	0.30905
UNC45A	10_19571187_19577298	19.51560
UNC45B	19_4463000_4476155	0.00000
UNC50	1_131663593_131666989	13.43090
UNC5A	13_9652947_9658609	0.11497
UNC5B	6_11331332_11360385	4.20902
UNC5C	4_58208188_58447083	0.35767
UNC5D	22_1817874_1908244	0.06773
UNC79	5_44411808_44507465	0.45621
UNC93B1	5_176230_179990	9.61193
UNCX	14_2397802_2401652	0.00000
UNG	15_6645075_6649256	19.29760
UNK	18_4638892_4678970	1.72009
UNKL	14_7422108_7456986	12.91120
UPB1	15_8444103_8457796	64.66790
UPF1	28_3517879_3537552	72.02370
UPF2	1_6083883_6136680	31.57070
UPF3A	1_136256347_136279438	0.37324
UPF3B	4_16455048_16462728	40.60210
UPK1B	1_80215464_80227416	0.50537
UPK3A	1_70462072_70509192	0.00000
UPK3B	19_4178759_4180055	0.00000
UPK3BL	19_4176615_4178297	0.00000
UPP1	2_79900736_79910414	0.73620
UPP2	7_35804238_35811966	0.70004
UPRT	4_12517341_12529051	103.56300
UQCC	20_1506940_1559446	15.39030
